CODE;NAME;PLATFORM;YEAR;GENRE;PUBLISHER
2637;Buzz! The Hollywood Quiz;PS2;2007;Misc;Sony Computer Entertainment
2642;God of War Saga;PS3;2012;Action;Sony Computer Entertainment
2645;Pro Evolution Soccer 2016;PS4;2015;Sports;Konami Digital Entertainment
2648;UFC Personal Trainer: The Ultimate Fitness System;X360;2011;Sports;THQ
2649;Resident Evil: Operation Raccoon City;X360;2012;Action;Capcom
2650;NBA 2K7;PS2;2006;Sports;Take-Two Interactive
2652;Toy Story 3: The Video Game;X360;2010;Action;Disney Interactive Studios
2656;Banjo-Kazooie: Nuts & Bolts;X360;2008;Platform;Microsoft Game Studios
2658;Avatar: The Game;X360;2009;Action;Ubisoft
2661;Perfect Dark Zero;X360;2005;Shooter;Microsoft Game Studios
2665;Madden NFL 25;XOne;2013;Sports;Electronic Arts
2668;Duke Nukem Forever;PS3;2011;Shooter;Take-Two Interactive
2670;Marvel Nemesis: Rise of the Imperfects;PS2;2005;Fighting;Electronic Arts
2673;Dragon Ball: Raging Blast;PS3;2009;Fighting;Namco Bandai Games
2681;Conflict: Desert Storm II - Back to Bagdhad;PS2;2003;Shooter;SCi
2682;Maximo: Ghosts to Glory;PS2;2001;Platform;Capcom
2685;All-Star Baseball 2003;PS2;2002;Sports;Acclaim Entertainment
2686;Unlimited Saga;PS2;2002;Role-Playing;Atari
2687;Cabela's Deer Hunt: 2004 Season;PS2;2003;Sports;Activision Value
2688;Sonic Unleashed;PS2;2008;Platform;Sega
2690;Plants vs. Zombies: Garden Warfare;PS3;2014;Shooter;Electronic Arts
2693;Driv3r;XB;2004;Racing;Atari
2694;Mercenaries: Playground of Destruction;PS2;2005;Action;LucasArts
2695;MTV Celebrity Deathmatch;PS2;2003;Fighting;Gotham Games
2699;Lost Planet 2;X360;2010;Shooter;Capcom
2700;SoulCalibur V;PS3;2012;Fighting;Namco Bandai Games
2703;Pro Evolution Soccer 2015;PS4;2014;Sports;Konami Digital Entertainment
2705;The Lord of the Rings: Conquest;PS3;2009;Action;Electronic Arts
2708;Taiko no Tatsujin: Tatakon de Dodon ga Don;PS2;2002;Misc;Namco Bandai Games
2710;Syphon Filter: The Omega Strain;PS2;2004;Shooter;Sony Computer Entertainment
2711;FIFA Soccer 11;PS2;2010;Sports;Electronic Arts
2713;Kane & Lynch: Dead Men;X360;2007;Shooter;Eidos Interactive
2715;Mortal Kombat: Deception;XB;2004;Fighting;Midway Games
2719;Marvel vs. Capcom 2: New Age of Heroes;PS2;2002;Fighting;Capcom
2721;Kane & Lynch: Dead Men;PS3;2007;Shooter;Eidos Interactive
2722;Dark Souls II;X360;2014;Role-Playing;Namco Bandai Games
2723;True Crime: New York City;PS2;2005;Action;Activision
2724;Legends of Wrestling;PS2;2001;Fighting;Acclaim Entertainment
2725;Rockstar Games presents Table Tennis;X360;2006;Sports;Take-Two Interactive
2727;Genji: Days of the Blade;PS3;2006;Action;Sony Computer Entertainment
2731;Rare Replay;XOne;2015;Misc;Microsoft Game Studios
2733;Wall-E;PS2;2008;Platform;THQ
2735;Band Hero;PS3;2009;Misc;Activision
2738;DJ Hero 2;PS3;2010;Misc;Activision
2739;The Godfather II;PS3;2009;Action;Electronic Arts
2741;Turok;X360;2008;Action;Touchstone
2742;[Prototype 2];PS3;2012;Action;Activision
2743;Shark Tale;PS2;2004;Action;Activision
2745;The Amazing Spider-Man (Console Version);X360;2012;Action;Activision
2746;Zone of the Enders;PS2;2001;Shooter;Konami Digital Entertainment
2747;Red Faction: Guerrilla;PS3;2009;Shooter;THQ
2751;Tony Hawk's Underground 2;XB;2004;Sports;Activision
2752;Tales of Vesperia;X360;2008;Role-Playing;Atari
2753;X-Men Origins: Wolverine - Uncaged Edition;PS3;2009;Action;Activision
2755;Split/Second;PS3;2010;Racing;Disney Interactive Studios
2756;Capcom vs. SNK 2: Mark of the Millennium 2001;PS2;2001;Fighting;Capcom
2757;MVP 06 NCAA Baseball;PS2;2006;Sports;Electronic Arts
2759;Borderlands: The Pre-Sequel;X360;2014;Shooter;Take-Two Interactive
2760;LittleBigPlanet 3;PS3;2014;Platform;Sony Computer Entertainment
2761;Marvel: Ultimate Alliance 2;PS3;2009;Role-Playing;Activision
2763;The Walking Dead: Season One;X360;2012;Adventure;Avanquest Software
2764;Ace Combat: Assault Horizon;PS3;2011;Action;Namco Bandai Games
2766;Jampack Summer 2001;PS2;2001;Misc;Sony Computer Entertainment
2767;Resonance of Fate;PS3;2010;Role-Playing;Sega
2768;Burnout;PS2;2001;Racing;Acclaim Entertainment
2770;Final Fantasy XIII-2;X360;2011;Role-Playing;Square Enix
2775;Brink;PS3;2011;Shooter;Bethesda Softworks
2777;Blur;PS3;2010;Racing;Activision
2780;Midnight Club 3: DUB Edition;XB;2005;Racing;Take-Two Interactive
2783;Tiger Woods PGA Tour 2001;PS2;2001;Sports;Electronic Arts
2786;Naruto Shippuden: Ultimate Ninja Storm Generations;PS3;2012;Fighting;Namco Bandai Games
2787;Unreal Championship;XB;2002;Shooter;Atari
2789;Pirates of the Caribbean: At World's End;PS3;2007;Action;Disney Interactive Studios
2790;Tiger Woods PGA Tour 08;PS3;2007;Sports;Electronic Arts
2791;Persona 4: Arena;PS3;2012;Fighting;Atlus
2794;Star Ocean: The Last Hope International;PS3;2010;Role-Playing;Square Enix
2802;F1 2011;X360;2011;Racing;Codemasters
2807;Oddworld: Munch's Oddysee;XB;2001;Platform;Atari
2809;NHL 11;X360;2010;Sports;Electronic Arts
2812;DiRT 3;X360;2011;Racing;Codemasters
2813;NCAA Football 07;X360;2006;Sports;Electronic Arts
2815;Full Spectrum Warrior;XB;2004;Strategy;THQ
2816;Katamari Damacy;PS2;2004;Puzzle;Namco Bandai Games
2818;Ratchet & Clank Collection;PS3;2012;Action;Sony Computer Entertainment
2820;Shaun Palmer's Pro Snowboarder;PS2;2001;Sports;Codemasters
2821;MX vs. ATV Reflex;X360;2009;Racing;THQ
2823;SSX;X360;2012;Sports;Electronic Arts
2829;Ultimate Spider-Man;PS2;2005;Action;Activision
2832;Final Fantasy XIV: A Realm Reborn;PS4;2014;Role-Playing;Square Enix
2835;NBA Live 08;PS2;2007;Sports;Electronic Arts
2836;Dead to Rights;XB;2002;Shooter;Electronic Arts
2837;Tiger Woods PGA Tour 07;PS2;2006;Sports;Electronic Arts
2841;Major League Baseball 2K7;X360;2007;Sports;Spike
2843;Terraria;X360;2013;Action;505 Games
2844;Jampack Winter 2001;PS2;2001;Misc;Sony Computer Entertainment
2846;James Bond 007: Blood Stone;PS3;2010;Shooter;Activision
2848;Skate;X360;2007;Sports;Electronic Arts
2850;Driver: San Francisco;X360;2011;Racing;Ubisoft
2851;MLB 09: The Show;PS3;2009;Sports;Sony Computer Entertainment
2853;Mobile Suit Gundam: Encounters in Space;PS2;2003;Simulation;Namco Bandai Games
2854;Catherine;PS3;2011;Adventure;Deep Silver
2859;The Lord of the Rings: The Two Towers;XB;2002;Action;Electronic Arts
2860;Madden NFL 2003;XB;2002;Sports;Electronic Arts
2862;MLB 13: The Show;PS3;2013;Sports;Sony Computer Entertainment
2863;Omerta: City of Gangsters;X360;2011;Simulation;Konami Digital Entertainment
2864;Dragon Quest Heroes: The World's Tree Woe and the Blight Below;PS4;2015;Action;Square Enix
2865;Virtua Fighter 4: Evolution;PS2;2003;Fighting;Sega
2866;Top Spin 4;PS3;2011;Sports;Take-Two Interactive
2868;Dynasty Warriors 6;PS3;2007;Action;Tecmo Koei
2869;Super Trucks Racing;PS2;2002;Racing;Jester Interactive
2874;Conker: Live And Reloaded;XB;2005;Adventure;Microsoft Game Studios
2875;Silent Hill 3;PS2;2003;Action;Konami Digital Entertainment
2877;Final Fantasy X/X-2 HD Remaster;PS4;2015;Role-Playing;Square Enix
2880;MLB 10: The Show;PS3;2010;Sports;Sony Computer Entertainment
2883;Power Rangers: Dino Thunder;PS2;2004;Action;THQ
2896;Metal Gear Solid V: The Phantom Pain;XOne;2015;Action;Konami Digital Entertainment
2897;Two Worlds;X360;2007;Role-Playing;SouthPeak Games
2898;Doom 3: Resurrection of Evil;XB;2005;Shooter;Activision
2899;NCAA Football 09;X360;2008;Sports;Electronic Arts
2900;NBA Live 09;X360;2008;Sports;Electronic Arts
2901;Ratchet & Clank: Into the Nexus;PS3;2013;Shooter;Sony Computer Entertainment
2903;2014 FIFA World Cup Brazil;PS3;2014;Sports;Electronic Arts
2904;London 2012: The Official Video Game of the Olympic Games;PS3;2012;Sports;Sega
2905;NHL 12;X360;2011;Sports;Electronic Arts
2907;Infinite Undiscovery;X360;2008;Role-Playing;Square Enix
2911;Star Wars: Obi-Wan;XB;2001;Action;Activision
2912;NCAA Football 08;X360;2007;Sports;Electronic Arts
2913;Kill.Switch;PS2;2003;Shooter;Sony Computer Entertainment
2917;SplashDown;PS2;2001;Racing;Atari
2919;Jade Empire;XB;2005;Role-Playing;Microsoft Game Studios
2920;Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions);PS3;2009;Shooter;Activision
2923;Prince of Persia: The Forgotten Sands;PS3;2010;Action;Ubisoft
2929;NASCAR 2001;PS2;2000;Racing;Electronic Arts
2930;IL-2 Sturmovik: Birds of Prey;PS3;2009;Simulation;505 Games
2931;Book of Spells;PS3;2012;Action;Sony Computer Entertainment
2933;Mafia;PS2;2004;Action;Illusion Softworks
2934;Mobile Suit Gundam: Journey to Jaburo;PS2;2000;Simulation;Namco Bandai Games
2935;Metal Gear Solid V: The Phantom Pain;PS3;2015;Action;Konami Digital Entertainment
2936;TimeSplitters 2;PS2;2002;Shooter;Eidos Interactive
2937;MotionSports;X360;2010;Sports;Ubisoft
2938;MLB 08: The Show;PS3;2008;Sports;Sony Computer Entertainment
2943;WWE 2K15;X360;2014;Sports;Take-Two Interactive
2945;X-Men Origins: Wolverine - Uncaged Edition;X360;2009;Action;Activision
2948;Shrek the Third;X360;2007;Action;Activision
2951;Halo 2 Multiplayer Map Pack;XB;2005;Shooter;Microsoft Game Studios
2952;Minecraft: Story Mode;PS3;2015;Adventure;Mojang
2953;Mortal Kombat: Shaolin Monks;PS2;2005;Action;Midway Games
2955;Skylanders: Trap Team;PS3;2014;Action;Activision
2961;The Sly Collection;PS3;2010;Platform;Sony Computer Entertainment
2962;One Piece: Pirate Warriors 2;PS3;2013;Action;Namco Bandai Games
2965;Need for Speed: Shift 2 Unleashed;PS3;2011;Racing;Electronic Arts
2968;MX vs. ATV Untamed;X360;2007;Racing;THQ
2969;The Last Remnant;X360;2008;Role-Playing;Square Enix
2972;Baldur's Gate: Dark Alliance II;PS2;2004;Role-Playing;Interplay
2974;Plants vs. Zombies: Garden Warfare;XOne;2014;Shooter;Electronic Arts
2979;NBA Street Vol. 2;XB;2003;Sports;Electronic Arts
2980;Iron Man;PS3;2008;Action;Sega
2981;Disney Infinity 3.0;PS4;2015;Action;Disney Interactive Studios
2982;Spider-Man 3;PS3;2007;Platform;Activision
2983;NCAA Football 2005;XB;2004;Sports;Electronic Arts
2987;Prince of Persia: The Two Thrones;PS2;2005;Action;Ubisoft
2989;Metro: Last Light;PS4;2014;Action;Deep Silver
2991;Mercenaries: Playground of Destruction;XB;2005;Action;LucasArts
2992;Sniper Elite 3;PS4;2014;Shooter;505 Games
2993;Doom (2016);XOne;2016;Shooter;Bethesda Softworks
2996;Need for Speed (2015);XOne;2015;Racing;Electronic Arts
2998;FIFA Soccer 06;XB;2005;Sports;Electronic Arts
3001;Fight Night 2004;XB;2004;Fighting;Electronic Arts
3002;Tourist Trophy: The Real Riding Simulator;PS2;2006;Racing;Sony Computer Entertainment
3004;.hack//Mutation Part 2;PS2;2002;Role-Playing;Atari
3006;Turok;PS3;2008;Action;Touchstone
3007;Midway Arcade Treasures 2;PS2;2004;Misc;Midway Games
3009;Unreal Tournament III;PS3;2007;Shooter;Midway Games
3011;Return to Castle Wolfenstein: Tides of War;XB;2003;Shooter;Activision
3012;Need for Speed Rivals;XOne;2013;Racing;Electronic Arts
3013;Lollipop Chainsaw;PS3;2012;Action;Warner Bros. Interactive Entertainment
3014;The Darkness;PS3;2007;Shooter;Take-Two Interactive
3018;Blazing Angels: Squadrons of WWII;PS3;2006;Simulation;Ubisoft
3019;Fight Night Round 2004;XB;2004;Fighting;Electronic Arts
3020;Wolfenstein: The New Order;XOne;2014;Shooter;Bethesda Softworks
3024;Star Wars: Republic Commando;XB;2005;Shooter;Activision
3025;Armored Core 3;PS2;2002;Simulation;Metro 3D
3030;The LEGO Movie Videogame;PS4;2014;Action;Warner Bros. Interactive Entertainment
3035;Castlevania: Lords of Shadow;X360;2010;Action;Konami Digital Entertainment
3037;Minecraft: Story Mode;PS4;2015;Adventure;Mojang
3043;The Fairly Odd Parents: Breakin Da Rules;PS2;2003;Platform;THQ
3048;NHL 13;X360;2012;Sports;Electronic Arts
3049;Borderlands: The Pre-Sequel;PS3;2014;Shooter;Take-Two Interactive
3054;NFL Street;XB;2004;Sports;Electronic Arts
3055;Shaun White Snowboarding;PS3;2008;Sports;Ubisoft
3057;Tony Hawk's Proving Ground;PS2;2007;Sports;Activision
3058;MLB 2004;PS2;2003;Sports;Sony Computer Entertainment
3059;Naruto Shippuden: Ultimate Ninja 4;PS2;2007;Fighting;Atari
3062;NCAA March Madness 2003;PS2;2002;Sports;Electronic Arts
3063;Finding Nemo;XB;2003;Action;THQ
3064;Thrillville;PS2;2006;Strategy;Atari
3065;NHL 10;X360;2009;Sports;Electronic Arts
3066;Jikkyou World Soccer 2000 Final Edition;PS2;2000;Sports;Konami Digital Entertainment
3071;Rayman Legends;PS3;2013;Platform;Ubisoft
3073;Street Fighter Anniversary Collection;PS2;2004;Fighting;Capcom
3076;Fist of the North Star: Ken's Rage;PS3;2010;Action;Ubisoft Annecy
3080;Tiger Woods PGA Tour 09;PS3;2008;Sports;Electronic Arts
3085;Suikoden IV;PS2;2004;Role-Playing;Konami Digital Entertainment
3089;Brothers In Arms: Road to Hill 30;XB;2005;Shooter;Ubisoft
3093;F1 2015;PS4;2015;Racing;Codemasters
3094;Scene It? Box Office Smash;X360;2008;Misc;Microsoft Game Studios
3097;NHL 13;PS3;2012;Sports;Electronic Arts
3098;Kung Fu Panda;PS2;2008;Action;Activision
3099;Tom Clancy's EndWar;PS3;2008;Strategy;Ubisoft
3100;The Evil Within;XOne;2014;Action;Bethesda Softworks
3101;Tiger Woods PGA Tour 09;X360;2008;Sports;Electronic Arts
3102;Radiata Stories;PS2;2005;Role-Playing;Square Enix
3104;Disney's Chicken Little;PS2;2005;Platform;Disney Interactive Studios
3108;Monster Jam: Maximum Destruction;PS2;2002;Racing;Ubisoft
3113;MLB 14: The Show;PS4;2014;Sports;Sony Computer Entertainment America
3114;Tiger Woods PGA Tour 10;X360;2009;Sports;Electronic Arts
3118;Drakengard;PS2;2003;Role-Playing;Square Enix
3119;SingStar Pop Hits;PS2;2007;Misc;Sony Computer Entertainment
3121;Champions: Return to Arms;PS2;2005;Role-Playing;Sony Online Entertainment
3122;Harry Potter and the Goblet of Fire;PS2;2005;Action;Electronic Arts
3123;SingStar R&B;PS2;2007;Misc;Sony Computer Entertainment
3127;Dead or Alive 5;PS3;2012;Fighting;Tecmo Koei
3129;Super Robot Taisen Impact;PS2;2002;Strategy;Banpresto
3130;Dragon Age: Inquisition;PS3;2014;Role-Playing;Electronic Arts
3133;Sengoku Basara: Samurai Heroes;PS3;2010;Action;Capcom
3136;Harry Potter and the Half-Blood Prince;PS2;2009;Action;Electronic Arts
3138;Diablo III;XOne;2014;Role-Playing;Activision
3139;Spyro: A Hero's Tail;PS2;2004;Platform;Vivendi Games
3141;Aliens: Colonial Marines;PS3;2013;Shooter;Sega
3142;Crash: Twinsanity;PS2;2004;Platform;Vivendi Games
3144;Max Payne 2: The Fall of Max Payne;XB;2003;Shooter;Take-Two Interactive
3145;Dragon Ball: Raging Blast 2;X360;2010;Fighting;Namco Bandai Games
3146;GoldenEye: Rogue Agent;PS2;2004;Shooter;Electronic Arts
3147;NBA 2K17;XOne;2016;Sports;Take-Two Interactive
3148;Lost Planet: Extreme Condition;PS3;2008;Shooter;Capcom
3149;XCOM: Enemy Unknown;X360;2012;Strategy;Take-Two Interactive
3151;LEGO Marvel's Avengers;PS4;2016;Action;Warner Bros. Interactive Entertainment
3152;James Bond 007: Everything or Nothing;XB;2004;Shooter;Electronic Arts
3153;X2: Wolverine's Revenge;PS2;2003;Platform;Activision
3154;Stuntman: Ignition;X360;2007;Racing;THQ
3155;NBA Live 06;XB;2005;Sports;Electronic Arts
3157;LEGO Star Wars II: The Original Trilogy;X360;2006;Action;LucasArts
3162;The Lord of the Rings: Conquest;X360;2009;Action;Electronic Arts
3163;TimeSplitters 2;XB;2002;Shooter;Eidos Interactive
3164;Onimusha: Dawn of Dreams;PS2;2006;Action;Capcom
3165;NieR;PS3;2010;Role-Playing;Square Enix
3167;Sega Rally Revo;PS3;2007;Racing;Sega
3171;White Knight Chronicles II;PS3;2010;Role-Playing;Sony Computer Entertainment
3172;Wolfenstein;PS3;2009;Shooter;Activision
3173;Jampack Volume 13 (RP-T);PS2;2005;Misc;Sony Computer Entertainment
3174;LEGO Dimensions;PS4;2015;Action;Warner Bros. Interactive Entertainment
3175;Start the Party!;PS3;2010;Misc;Sony Computer Entertainment
3178;NBA Live 08;PS3;2007;Sports;Electronic Arts
3179;The Walking Dead: Survival Instinct;X360;2013;Shooter;Activision
3182;Lemony Snicket's A Series of Unfortunate Events;PS2;2004;Platform;Activision
3183;Middle-Earth: Shadow of Mordor;PS3;2014;Action;Warner Bros. Interactive Entertainment
3186;X-Men Legends II: Rise of Apocalypse;PS2;2005;Role-Playing;Activision
3188;SingStar Queen;PS2;2009;Misc;Sony Computer Entertainment
3189;Just Dance 2015;X360;2014;Misc;Ubisoft
3190;F1 2013;PS3;2013;Racing;Codemasters
3191;Juiced 2: Hot Import Nights;X360;2007;Racing;THQ
3192;Tony Hawk's Pro Skater 2x;XB;2001;Sports;Activision
3194;FIFA Soccer 2003;XB;2002;Sports;Electronic Arts
3195;Ghostbusters: The Video Game;X360;2009;Action;Atari
3197;NASCAR 06: Total Team Control;PS2;2005;Racing;Electronic Arts
3198;Tony Hawk's Project 8;PS3;2006;Sports;Activision
3200;Disney Universe;PS3;2011;Action;Disney Interactive Studios
3201;Guitar Hero: Metallica;PS3;2009;Misc;Activision
3209;Condemned 2: Bloodshot;X360;2008;Action;Sega
3211;Mobile Suit Z Gundam: AEUG vs. Titans;PS2;2003;Fighting;Namco Bandai Games
3212;Just Dance 3;PS3;2011;Misc;Ubisoft
3214;God of War III;PS4;2015;Action;Sony Computer Entertainment
3215;Ape Escape 2;PS2;2002;Platform;Sony Computer Entertainment
3218;Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions);X360;2009;Shooter;Activision
3221;The Crew;XOne;2014;Racing;Ubisoft
3224;Sonic & All-Stars Racing Transformed;X360;2012;Racing;Sega
3225;Shin Megami Tensei: Persona 3 FES;PS2;2007;Role-Playing;Tecmo Koei
3226;FIFA Soccer 2002;PS2;2001;Sports;Electronic Arts
3229;Tiger Woods PGA Tour 12: The Masters;X360;2011;Sports;Electronic Arts
3230;Okami;PS2;2006;Action;Capcom
3233;LEGO Jurassic World;XOne;2015;Action;Warner Bros. Interactive Entertainment
3234;Wet;PS3;2009;Shooter;Bethesda Softworks
3241;Tony Hawk's American Wasteland;XB;2005;Sports;Activision
3243;Prince of Persia: The Forgotten Sands;X360;2010;Action;Ubisoft
3244;Vanquish;PS3;2010;Shooter;Sega
3245;Wild ARMs 3;PS2;2002;Role-Playing;Ubisoft
3247;Sacred 2: Fallen Angel;PS3;2009;Role-Playing;Deep Silver
3251;Tiger Woods PGA Tour 2004;XB;2003;Sports;Electronic Arts
3253;Pro Evolution Soccer 2015;PS3;2014;Sports;Konami Digital Entertainment
3254;Evolve;XOne;2015;Shooter;Take-Two Interactive
3255;Tak 2: The Staff of Dreams;PS2;2004;Platform;THQ
3256;Dead Island: Riptide;PS3;2013;Action;Deep Silver
3257;Warriors Orochi 3;PS3;2011;Action;Ubisoft Annecy
3265;Strike Force Bowling;PS2;2004;Sports;Play It
3267;Metal Gear Solid V: Ground Zeroes;PS3;2014;Action;Konami Digital Entertainment
3269;Dragon Ball Z: Ultimate Tenkaichi;PS3;2011;Fighting;Namco Bandai Games
3272;XGRA: Extreme G-Racing Association;PS2;2004;Racing;Eidos Interactive
3275;Rocksmith 2014;PS4;2014;Misc;Ubisoft
3278;Wall-E;X360;2008;Platform;THQ
3284;Formula 1: Championship Edition;PS3;2006;Racing;Sony Computer Entertainment
3286;NBA 2K9;PS3;2008;Sports;Take-Two Interactive
3287;SingStar Singalong With Disney;PS2;2008;Misc;Sony Computer Entertainment
3288;NHL 16;PS4;2015;Sports;Electronic Arts
3289;Plants vs. Zombies: Garden Warfare;PS4;2014;Shooter;Electronic Arts
3290;NFL Fever 2003;XB;2002;Sports;Microsoft Game Studios
3291;Samurai Warriors 2;PS2;2006;Action;Tecmo Koei
3292;Dynasty Warriors 8;PS3;2013;Action;Tecmo Koei
3295;Robotech: Battlecry;PS2;2002;Shooter;TDK Mediactive
3298;Tony Hawk: RIDE;X360;2009;Sports;Activision
3302;Time Crisis 3;PS2;2003;Shooter;Namco Bandai Games
3305;pro evolution soccer 2011;X360;2010;Sports;Konami Digital Entertainment
3308;Yakuza: Dead Souls;PS3;2011;Shooter;Sega
3310;Half-Life 2;XB;2005;Shooter;Electronic Arts
3314;Major League Baseball 2K8;X360;2008;Sports;Bethesda Softworks
3316;Major League Baseball 2K9;X360;2009;Sports;Spike
3318;Split/Second;X360;2010;Racing;Disney Interactive Studios
3329;Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions);X360;2007;Action;Activision
3332;Naruto: Ultimate Ninja;PS2;2003;Fighting;Atari
3333;Fighters Uncaged;X360;2010;Fighting;Ubisoft
3334;Call of Juarez: Bound in Blood;X360;2009;Shooter;Ubisoft
3339;Shadow The Hedgehog;PS2;2005;Platform;Sega
3341;Backyard Wrestling: Don't Try This at Home;PS2;2003;Fighting;Eidos Interactive
3342;Fight Night Round 2;XB;2005;Fighting;Electronic Arts
3345;NBA 2K8;PS2;2007;Sports;Take-Two Interactive
3350;Tony Hawk: RIDE;PS3;2009;Sports;Activision
3352;Alice: Madness Returns;PS3;2011;Adventure;Electronic Arts
3353;LEGO The Hobbit;PS4;2014;Action;Warner Bros. Interactive Entertainment
3355;Secret Agent Clank;PS2;2009;Platform;Sony Computer Entertainment
3356;Rayman Arena;PS2;2001;Racing;Ubisoft
3358;Jaws Unleashed;PS2;2006;Action;THQ
3360;Half-Life;PS2;2001;Shooter;Vivendi Games
3361;Tomb Raider (2013);XOne;2014;Action;Square Enix
3365;NASCAR Heat 2002;PS2;2001;Racing;Infogrames
3369;PGR3 - Project Gotham Racing 3;X360;2005;Racing;Microsoft Game Studios
3370;XCOM: Enemy Unknown;PS3;2012;Strategy;Take-Two Interactive
3371;Blur;X360;2010;Racing;Activision
3375;NHL 11;PS3;2010;Sports;Electronic Arts
3376;Kinect Rush: A Disney Pixar Adventure;X360;2012;Adventure;Microsoft Game Studios
3377;Monopoly;X360;2008;Misc;Electronic Arts
3378;Disney Infinity 2.0: Marvel Super Heroes;PS4;2014;Action;Disney Interactive Studios
3379;Major League Baseball 2K7;PS2;2007;Sports;Spike
3381;The Fight: Lights Out;PS3;2010;Fighting;Sony Computer Entertainment
3382;Dai-2-Ji Super Robot Taisen α;PS2;2003;Strategy;Banpresto
